open_time,open,high,low,close,volume,close_time,quote_volume,n_trades,taker_buy_vol,taker_buy_quote_vol,ignore,mid_price,half_spread,trade_intensity
2026-01-19 18:11:00,93182.24,93188.29,93182.24,93188.29,2.32031,2026-01-19 18:11:59.999,216214.4243229,409,1.90404,177424.4975689,0,93185.265,3.0249999999941792,409.0
2026-01-19 18:12:00,93188.28,93188.29,93109.58,93115.34,10.28139,2026-01-19 18:12:59.999,957627.6670018,3232,2.4655,229620.2706925,0,93148.935,39.354999999995925,3232.0
2026-01-19 18:13:00,93115.34,93115.34,93100.0,93100.0,2.48889,2026-01-19 18:13:59.999,231748.3971935,814,0.68879,64136.5755559,0,93107.67,7.669999999998254,814.0
2026-01-19 18:14:00,93100.0,93100.01,93100.0,93100.01,2.73875,2026-01-19 18:14:59.999,254977.634304,275,0.9304,86620.249304,0,93100.005,0.004999999997380655,275.0
2026-01-19 18:15:00,93100.0,93112.16,93090.0,93099.99,4.88848,2026-01-19 18:15:59.999,455108.6572576,1897,2.27289,211593.6890483,0,93101.08,11.080000000001746,1897.0
2026-01-19 18:16:00,93099.99,93100.0,93071.01,93078.97,9.18733,2026-01-19 18:16:59.999,855188.7236021,2368,2.59135,241209.6921323,0,93085.505,14.49500000000262,2368.0
2026-01-19 18:17:00,93078.97,93094.72,93078.97,93081.49,8.43794,2026-01-19 18:17:59.999,785500.5249821,2590,2.78707,259443.770117,0,93086.845,7.875,2590.0
2026-01-19 18:18:00,93081.5,93122.57,93081.49,93122.56,3.53115,2026-01-19 18:18:59.999,328726.8958832,1871,2.5879,240916.8347509,0,93102.03,20.540000000000873,1871.0
2026-01-19 18:19:00,93122.57,93122.57,93100.0,93106.25,2.78154,2026-01-19 18:19:59.999,258988.7457036,1907,1.24774,116168.3311801,0,93111.285,11.285000000003492,1907.0
2026-01-19 18:20:00,93106.25,93106.25,93082.99,93083.06,5.16435,2026-01-19 18:20:59.999,480759.5249848,1253,0.9296,86537.1244628,0,93094.62,11.62999999999738,1253.0
2026-01-19 18:21:00,93083.06,93083.06,93080.27,93080.27,4.76582,2026-01-19 18:21:59.999,443604.1760136,536,1.46764,136608.3888036,0,93081.66500000001,1.3949999999967986,536.0
2026-01-19 18:22:00,93080.27,93080.27,93048.83,93048.84,3.78292,2026-01-19 18:22:59.999,352052.2459055,1299,0.85007,79098.7309124,0,93064.55,15.720000000001164,1299.0
2026-01-19 18:23:00,93048.84,93058.12,93018.81,93049.54,13.0677,2026-01-19 18:23:59.999,1215827.6135926,3937,4.53376,421797.9104105,0,93038.465,19.654999999998836,3937.0
2026-01-19 18:24:00,93049.54,93064.42,93049.53,93064.41,2.15101,2026-01-19 18:24:59.999,200155.8463103,708,1.69246,157484.95742,0,93056.975,7.444999999999709,708.0
2026-01-19 18:25:00,93064.42,93064.42,93012.98,93012.99,3.56269,2026-01-19 18:25:59.999,331493.9274353,1667,0.41006,38152.4813668,0,93038.7,25.720000000001164,1667.0
2026-01-19 18:26:00,93012.99,93027.2,93000.56,93027.2,4.18632,2026-01-19 18:26:59.999,389362.9558596,1635,2.20536,205113.8393707,0,93013.88,13.319999999999709,1635.0
2026-01-19 18:27:00,93027.2,93027.21,93027.2,93027.2,0.3011,2026-01-19 18:27:59.999,28010.4908646,86,0.09446,8787.3502566,0,93027.205,0.005000000004656613,86.0
2026-01-19 18:28:00,93027.21,93027.21,92961.62,92961.63,12.81944,2026-01-19 18:28:59.999,1192131.9047432,2036,1.38318,128598.1450484,0,92994.41500000001,32.79500000000553,2036.0
2026-01-19 18:29:00,92961.62,92981.46,92961.62,92981.46,2.72222,2026-01-19 18:29:59.999,253097.2692428,1514,1.07605,100043.3418943,0,92971.54000000001,9.92000000000553,1514.0
2026-01-19 18:30:00,92981.46,92990.0,92981.45,92989.99,5.17399,2026-01-19 18:30:59.999,481087.0902304,763,2.80462,260779.6040152,0,92985.725,4.275000000001455,763.0
2026-01-19 18:31:00,92989.99,92990.0,92958.04,92958.05,10.4618,2026-01-19 18:31:59.999,972630.3983507,1693,2.65309,246651.0860368,0,92974.01999999999,15.980000000003201,1693.0
2026-01-19 18:32:00,92958.04,92958.05,92935.88,92939.98,3.25346,2026-01-19 18:32:59.999,302389.0271292,1785,1.00648,93540.1064961,0,92946.965,11.084999999999127,1785.0
2026-01-19 18:33:00,92939.99,92950.8,92930.0,92930.0,2.76585,2026-01-19 18:33:59.999,257055.0762209,1366,0.94198,87543.944795,0,92940.4,10.400000000001455,1366.0
2026-01-19 18:34:00,92930.01,92987.28,92930.01,92965.56,8.24782,2026-01-19 18:34:59.999,766750.7806989,2514,4.79321,445588.9324402,0,92958.64499999999,28.635000000002037,2514.0
2026-01-19 18:35:00,92965.57,92971.21,92955.39,92955.39,1.9892,2026-01-19 18:35:59.999,184929.8349949,1434,0.52607,48907.9088233,0,92963.3,7.9100000000034925,1434.0
2026-01-19 18:36:00,92955.39,92984.25,92955.39,92984.25,2.34278,2026-01-19 18:36:59.999,217790.8163917,955,1.70887,158860.5378767,0,92969.82,14.430000000000291,955.0
2026-01-19 18:37:00,92984.24,93027.21,92983.31,93027.21,3.86689,2026-01-19 18:37:59.999,359656.54475,1599,2.9247,272040.1006841,0,93005.26000000001,21.950000000004366,1599.0
2026-01-19 18:38:00,93027.21,93048.55,93019.14,93045.43,3.61184,2026-01-19 18:38:59.999,336024.3469313,2532,2.16332,201258.5931808,0,93033.845,14.705000000001746,2532.0
2026-01-19 18:39:00,93045.44,93045.44,93028.45,93028.46,2.00102,2026-01-19 18:39:59.999,186167.6772021,1001,0.88776,82593.0824116,0,93036.945,8.49500000000262,1001.0
2026-01-19 18:40:00,93028.46,93030.79,93028.45,93030.79,1.34454,2026-01-19 18:40:59.999,125082.655334,374,1.08583,101014.6735407,0,93029.62,1.1699999999982538,374.0
2026-01-19 18:41:00,93030.78,93074.87,93030.78,93074.86,6.31635,2026-01-19 18:41:59.999,587779.692303,1836,5.2271,486414.4185077,0,93052.825,22.044999999998254,1836.0
2026-01-19 18:42:00,93074.86,93120.13,93074.86,93120.13,3.13726,2026-01-19 18:42:59.999,292067.9545072,1629,2.68723,250174.2004224,0,93097.495,22.635000000002037,1629.0
2026-01-19 18:43:00,93120.13,93120.13,93117.24,93120.13,2.96935,2026-01-19 18:43:59.999,276502.1980226,703,1.79293,166954.0450946,0,93118.685,1.444999999999709,703.0
2026-01-19 18:44:00,93120.13,93130.04,93120.09,93120.09,2.62411,2026-01-19 18:44:59.999,244377.803106,1357,0.84453,78648.8736547,0,93125.065,4.974999999998545,1357.0
2026-01-19 18:45:00,93120.1,93129.99,93120.09,93125.66,2.66552,2026-01-19 18:45:59.999,248227.98127,831,1.83128,170535.6930754,0,93125.04000000001,4.950000000004366,831.0
2026-01-19 18:46:00,93125.67,93125.67,93125.07,93125.07,1.1521,2026-01-19 18:46:59.999,107289.424716,402,1.03625,96500.8726872,0,93125.37,0.2999999999956344,402.0
2026-01-19 18:47:00,93125.07,93125.08,93039.23,93039.24,4.53203,2026-01-19 18:47:59.999,421885.475211,2980,0.83718,77921.60283,0,93082.155,42.92500000000291,2980.0
2026-01-19 18:48:00,93039.24,93070.18,93039.24,93070.17,1.1755,2026-01-19 18:48:59.999,109389.3315361,1601,1.01618,94563.1091339,0,93054.70999999999,15.469999999993888,1601.0
2026-01-19 18:49:00,93070.18,93070.18,93050.24,93057.09,2.88472,2026-01-19 18:49:59.999,268456.7518567,1550,0.97146,90399.5385067,0,93060.20999999999,9.969999999993888,1550.0
2026-01-19 18:50:00,93057.08,93057.09,93030.78,93048.09,2.98241,2026-01-19 18:50:59.999,277493.8730731,2143,1.38051,128440.3674871,0,93043.935,13.154999999998836,2143.0
2026-01-19 18:51:00,93048.08,93057.08,93048.08,93057.08,1.62514,2026-01-19 18:51:59.999,151228.4852729,486,1.40008,130285.0913329,0,93052.58,4.5,486.0
2026-01-19 18:52:00,93057.07,93057.08,93034.92,93050.9,2.79422,2026-01-19 18:52:59.999,259994.2619076,2406,1.5075,140262.4649347,0,93046.0,11.080000000001746,2406.0
2026-01-19 18:53:00,93050.89,93070.25,93050.89,93070.25,1.07272,2026-01-19 18:53:59.999,99830.414474,801,0.93212,86745.1985452,0,93060.57,9.680000000000291,801.0
2026-01-19 18:54:00,93070.24,93070.25,93055.53,93060.36,2.54832,2026-01-19 18:54:59.999,237153.2287757,912,1.10976,103272.5885255,0,93062.89,7.360000000000582,912.0
2026-01-19 18:55:00,93060.35,93065.97,93060.35,93065.97,3.08804,2026-01-19 18:55:59.999,287389.5970112,552,0.93005,86554.1983805,0,93063.16,2.8099999999976717,552.0
2026-01-19 18:56:00,93065.96,93065.97,93060.88,93060.88,1.66045,2026-01-19 18:56:59.999,154530.6571955,904,0.59288,55176.6240386,0,93063.425,2.5449999999982538,904.0
2026-01-19 18:57:00,93060.88,93060.88,93041.08,93041.09,2.45527,2026-01-19 18:57:59.999,228447.1532743,1214,1.15798,107741.5520224,0,93050.98000000001,9.900000000001455,1214.0
2026-01-19 18:58:00,93041.08,93065.84,93041.08,93065.84,2.16887,2026-01-19 18:58:59.999,201820.0289342,970,2.06095,191778.4606904,0,93053.45999999999,12.37999999999738,970.0
2026-01-19 18:59:00,93065.83,93065.84,93065.83,93065.84,0.88381,2026-01-19 18:59:59.999,82252.5173916,158,0.61793,57508.1745112,0,93065.83499999999,0.004999999997380655,158.0
2026-01-19 19:00:00,93065.83,93079.54,93061.19,93079.54,3.11193,2026-01-19 19:00:59.999,289610.3272243,1434,1.79946,167466.9101576,0,93070.36499999999,9.174999999995634,1434.0
2026-01-19 19:01:00,93079.54,93095.02,93079.53,93095.02,4.70652,2026-01-19 19:01:59.999,438123.3903621,1421,3.00538,279767.0735766,0,93087.275,7.745000000002619,1421.0
2026-01-19 19:02:00,93095.01,93097.48,93089.3,93090.78,2.62218,2026-01-19 19:02:59.999,244109.6701712,945,1.53661,143048.5292229,0,93093.39,4.0899999999965075,945.0
2026-01-19 19:03:00,93090.79,93090.79,93089.3,93089.3,1.35516,2026-01-19 19:03:59.999,126152.1480303,208,0.97719,90966.9090569,0,93090.045,0.7449999999953434,208.0
2026-01-19 19:04:00,93089.3,93089.31,93028.23,93028.24,4.9756,2026-01-19 19:04:59.999,463034.359281,1855,2.57204,239355.7127057,0,93058.76999999999,30.540000000000873,1855.0
2026-01-19 19:05:00,93028.24,93060.0,93028.23,93052.75,2.59215,2026-01-19 19:05:59.999,241176.6948437,1871,2.11036,196343.9189462,0,93044.11499999999,15.885000000002037,1871.0
2026-01-19 19:06:00,93052.75,93052.75,93035.11,93035.12,3.61383,2026-01-19 19:06:59.999,336216.9040794,1015,2.17843,202671.5542394,0,93043.93,8.819999999999709,1015.0
2026-01-19 19:07:00,93035.11,93052.21,93035.11,93052.2,1.51401,2026-01-19 19:07:59.999,140873.7891448,994,1.17639,109458.0980156,0,93043.66,8.55000000000291,994.0
2026-01-19 19:08:00,93052.21,93055.83,93052.2,93055.82,0.97528,2026-01-19 19:08:59.999,90753.5558156,332,0.83304,77517.3922308,0,93054.015,1.8150000000023283,332.0
2026-01-19 19:09:00,93055.83,93055.83,93055.82,93055.82,0.65188,2026-01-19 19:09:59.999,60661.23339,115,0.54484,50700.5384172,0,93055.82500000001,0.004999999997380655,115.0
2026-01-19 19:10:00,93055.83,93055.83,93022.89,93022.89,5.48967,2026-01-19 19:10:59.999,510791.3653987,1110,2.55357,237618.7393379,0,93039.36,16.470000000001164,1110.0
2026-01-19 19:11:00,93022.89,93029.27,93000.0,93029.27,3.6987,2026-01-19 19:11:59.999,344009.6860402,2170,1.771,164711.0766179,0,93014.63500000001,14.635000000002037,2170.0
2026-01-19 19:12:00,93029.26,93046.95,93029.26,93032.03,3.7765,2026-01-19 19:12:59.999,351359.4859674,1045,1.02902,95737.399481,0,93038.105,8.845000000001164,1045.0
2026-01-19 19:13:00,93032.03,93045.14,93032.03,93044.24,2.9179,2026-01-19 19:13:59.999,271487.9356943,1114,1.30472,121390.7770862,0,93038.58499999999,6.555000000000291,1114.0
2026-01-19 19:14:00,93045.1,93082.91,93045.1,93082.91,7.50683,2026-01-19 19:14:59.999,698556.8167109,1099,6.80678,633405.8891001,0,93064.005,18.904999999998836,1099.0
2026-01-19 19:15:00,93082.91,93092.5,93047.85,93047.85,6.54714,2026-01-19 19:15:59.999,609361.6297928,2384,1.40786,131014.4760681,0,93070.175,22.32499999999709,2384.0
2026-01-19 19:16:00,93047.85,93123.64,93047.85,93116.0,3.79068,2026-01-19 19:16:59.999,352880.2955675,3090,2.7583,256753.8917253,0,93085.745,37.8949999999968,3090.0
2026-01-19 19:17:00,93116.01,93130.28,93116.0,93122.17,4.29796,2026-01-19 19:17:59.999,400259.4928439,1208,3.13754,292192.1795963,0,93123.14,7.139999999999418,1208.0
2026-01-19 19:18:00,93122.17,93144.73,93122.16,93133.69,5.84013,2026-01-19 19:18:59.999,543950.3925727,1281,2.84499,264969.7591078,0,93133.445,11.284999999996217,1281.0
2026-01-19 19:19:00,93133.68,93149.49,93122.55,93122.56,2.67365,2026-01-19 19:19:59.999,249002.0556201,1700,1.52478,142005.4808421,0,93136.02,13.470000000001164,1700.0
2026-01-19 19:20:00,93122.55,93130.11,93122.55,93123.9,1.61434,2026-01-19 19:20:59.999,150334.759781,490,0.74814,69669.8311419,0,93126.33,3.779999999998836,490.0
2026-01-19 19:21:00,93123.89,93123.9,93109.14,93116.1,5.63042,2026-01-19 19:21:59.999,524257.9555574,864,3.56098,331565.4912355,0,93116.51999999999,7.379999999997381,864.0
2026-01-19 19:22:00,93116.09,93121.7,93104.87,93104.88,5.61354,2026-01-19 19:22:59.999,522727.3981966,814,0.98716,91919.6098738,0,93113.285,8.415000000000873,814.0
2026-01-19 19:23:00,93104.87,93104.87,93093.48,93093.48,4.77874,2026-01-19 19:23:59.999,444872.2766522,538,0.59397,55294.7402553,0,93099.17499999999,5.694999999999709,538.0
2026-01-19 19:24:00,93093.48,93093.49,93089.3,93089.31,1.96877,2026-01-19 19:24:59.999,183278.0442529,502,0.64839,60360.6152361,0,93091.395,2.095000000001164,502.0
2026-01-19 19:25:00,93089.31,93121.69,93089.3,93109.18,3.31376,2026-01-19 19:25:59.999,308545.1529643,1891,1.40875,131157.7507656,0,93105.495,16.19499999999971,1891.0
2026-01-19 19:26:00,93109.18,93109.19,93086.09,93086.09,4.19877,2026-01-19 19:26:59.999,390873.2434516,1150,0.97745,90995.0910732,0,93097.64,11.55000000000291,1150.0
2026-01-19 19:27:00,93086.09,93101.87,93086.09,93089.31,3.13693,2026-01-19 19:27:59.999,292037.5941445,1171,1.62207,151005.07074,0,93093.98,7.889999999999418,1171.0
2026-01-19 19:28:00,93089.3,93089.31,93069.83,93083.23,3.38146,2026-01-19 19:28:59.999,314745.7666455,2028,1.51546,141050.3867332,0,93079.57,9.739999999997963,2028.0
2026-01-19 19:29:00,93083.23,93093.64,93073.98,93073.98,3.90713,2026-01-19 19:29:59.999,363693.3550771,1227,0.92476,86078.3331566,0,93083.81,9.830000000001746,1227.0
2026-01-19 19:30:00,93073.98,93073.98,93068.62,93068.63,2.19897,2026-01-19 19:30:59.999,204655.2153383,517,1.00641,93665.1999183,0,93071.29999999999,2.680000000000291,517.0
2026-01-19 19:31:00,93068.63,93084.66,93068.62,93069.06,2.822,2026-01-19 19:31:59.999,262675.3820621,1267,1.24509,115894.4197244,0,93076.64,8.020000000004075,1267.0
2026-01-19 19:32:00,93069.06,93069.07,93036.2,93050.6,2.54523,2026-01-19 19:32:59.999,236831.1718035,2652,1.27835,118942.9778781,0,93052.63500000001,16.435000000004948,2652.0
2026-01-19 19:33:00,93050.6,93070.0,93050.59,93070.0,2.72919,2026-01-19 19:33:59.999,253986.3059243,1116,1.97599,183888.8656443,0,93060.295,9.705000000001746,1116.0
2026-01-19 19:34:00,93070.0,93105.25,93070.0,93105.25,2.31712,2026-01-19 19:34:59.999,215707.5276152,1495,2.05632,191429.2137717,0,93087.625,17.625,1495.0
2026-01-19 19:35:00,93105.25,93112.86,93105.24,93112.86,1.32246,2026-01-19 19:35:59.999,123130.4222977,381,0.69419,64634.3058369,0,93109.05,3.8099999999976717,381.0
2026-01-19 19:36:00,93112.85,93112.86,93112.85,93112.85,0.60091,2026-01-19 19:36:59.999,55952.4455731,164,0.28796,26812.7791656,0,93112.85500000001,0.004999999997380655,164.0
2026-01-19 19:37:00,93112.86,93112.86,93094.34,93101.02,4.41782,2026-01-19 19:37:59.999,411312.7104769,1262,1.87274,174345.375694,0,93103.6,9.260000000002037,1262.0
2026-01-19 19:38:00,93101.03,93101.03,93101.02,93101.02,0.52114,2026-01-19 19:38:59.999,48518.6680933,142,0.25305,23559.2156415,0,93101.025,0.004999999997380655,142.0
2026-01-19 19:39:00,93101.03,93101.03,93060.1,93060.11,6.56256,2026-01-19 19:39:59.999,610946.4873862,1611,0.35581,33122.3949703,0,93080.565,20.464999999996508,1611.0
2026-01-19 19:40:00,93060.1,93064.87,93060.1,93064.86,1.53961,2026-01-19 19:40:59.999,143278.2367704,544,1.24719,116065.04754,0,93062.485,2.3849999999947613,544.0
2026-01-19 19:41:00,93064.87,93084.04,93064.87,93084.04,2.40943,2026-01-19 19:41:59.999,224257.1549092,713,2.04983,190785.1912499,0,93074.45499999999,9.584999999999127,713.0
2026-01-19 19:42:00,93084.04,93107.95,93084.03,93107.95,1.62172,2026-01-19 19:42:59.999,150969.4281673,856,0.97932,91168.4953169,0,93095.98999999999,11.959999999999127,856.0
2026-01-19 19:43:00,93107.94,93128.85,93107.94,93128.85,1.80979,2026-01-19 19:43:59.999,168531.9159406,1280,0.61687,57442.778236,0,93118.395,10.455000000001746,1280.0
2026-01-19 19:44:00,93128.85,93140.1,93128.85,93140.1,1.23289,2026-01-19 19:44:59.999,114823.5305229,459,0.53417,49749.2588465,0,93134.475,5.625,459.0
2026-01-19 19:45:00,93140.11,93154.32,93140.1,93154.32,7.04073,2026-01-19 19:45:59.999,655821.8044254,632,4.13704,385366.8979262,0,93147.21,7.110000000000582,632.0
2026-01-19 19:46:00,93154.31,93154.31,93126.37,93126.37,2.0915,2026-01-19 19:46:59.999,194796.3317418,1637,0.57185,53254.3304309,0,93140.34,13.970000000001164,1637.0
2026-01-19 19:47:00,93126.37,93129.81,93108.54,93108.55,3.46201,2026-01-19 19:47:59.999,322399.7582675,864,2.28721,212996.88997,0,93119.17499999999,10.635000000002037,864.0
2026-01-19 19:48:00,93108.55,93129.33,93100.0,93124.72,6.95351,2026-01-19 19:48:59.999,647411.7401872,1729,6.21923,579036.1269858,0,93114.66500000001,14.665000000000873,1729.0
2026-01-19 19:49:00,93124.72,93134.05,93124.72,93127.78,1.42697,2026-01-19 19:49:59.999,132894.6579179,704,0.68846,64116.3477866,0,93129.38500000001,4.665000000000873,704.0
2026-01-19 19:50:00,93127.78,93127.78,93089.3,93089.3,1.45392,2026-01-19 19:50:59.999,135358.1390618,1133,0.52187,48580.9675148,0,93108.54000000001,19.239999999997963,1133.0
2026-01-19 19:51:00,93089.31,93097.51,93089.3,93089.3,0.91161,2026-01-19 19:51:59.999,84865.1220118,477,0.26126,24321.0165471,0,93093.405,4.1049999999959255,477.0
2026-01-19 19:52:00,93089.3,93089.31,93081.17,93081.17,0.57449,2026-01-19 19:52:59.999,53477.0553606,287,0.12153,11312.7927909,0,93085.23999999999,4.069999999999709,287.0
2026-01-19 19:53:00,93081.17,93097.49,93081.17,93097.49,0.71568,2026-01-19 19:53:59.999,66620.7091057,501,0.34075,31718.6497206,0,93089.33,8.160000000003492,501.0
2026-01-19 19:54:00,93097.49,93102.35,93092.33,93092.34,3.8921,2026-01-19 19:54:59.999,362358.0065844,819,0.46069,42888.7482148,0,93097.34,5.010000000002037,819.0
2026-01-19 19:55:00,93092.34,93101.76,93092.34,93101.76,1.23827,2026-01-19 19:55:59.999,115284.7979443,333,0.47571,44289.1274643,0,93097.04999999999,4.709999999999127,333.0
2026-01-19 19:56:00,93101.75,93101.76,93101.75,93101.75,1.05642,2026-01-19 19:56:59.999,98354.5579163,163,0.71813,66859.1669088,0,93101.755,0.004999999997380655,163.0
2026-01-19 19:57:00,93101.76,93122.18,93101.75,93122.17,1.52478,2026-01-19 19:57:59.999,141980.0669386,703,0.73582,68512.5681746,0,93111.965,10.214999999996508,703.0
2026-01-19 19:58:00,93122.17,93122.18,93122.17,93122.18,0.51968,2026-01-19 19:58:59.999,48393.7302256,125,0.092,8567.24056,0,93122.17499999999,0.004999999997380655,125.0
2026-01-19 19:59:00,93122.18,93122.18,93105.85,93105.85,2.07707,2026-01-19 19:59:59.999,193411.4817892,1071,0.2306,21470.656561,0,93114.015,8.164999999993597,1071.0
2026-01-19 20:00:00,93105.85,93191.97,93105.85,93171.1,10.80691,2026-01-19 20:00:59.999,1006937.5003564,3007,4.26902,397700.7860287,0,93148.91,43.05999999999767,3007.0
2026-01-19 20:01:00,93171.1,93183.92,93164.01,93183.92,2.69197,2026-01-19 20:01:59.999,250808.1004141,1317,1.52458,142039.2885247,0,93173.965,9.955000000001746,1317.0
2026-01-19 20:02:00,93183.91,93195.93,93167.19,93167.2,7.063,2026-01-19 20:02:59.999,658191.2493951,1653,5.01581,467424.1245895,0,93181.56,14.369999999995343,1653.0
2026-01-19 20:03:00,93167.2,93167.2,93161.07,93161.07,1.70649,2026-01-19 20:03:59.999,158981.6919283,610,0.41163,38348.4862168,0,93164.13500000001,3.0649999999950523,610.0
2026-01-19 20:04:00,93161.07,93171.98,93161.07,93171.97,1.89135,2026-01-19 20:04:59.999,176212.21081,492,1.16567,108599.5244204,0,93166.525,5.45499999999447,492.0
2026-01-19 20:05:00,93171.97,93171.98,93161.61,93170.92,3.14689,2026-01-19 20:05:59.999,293172.2328068,814,0.44704,41647.3928454,0,93166.795,5.184999999997672,814.0
2026-01-19 20:06:00,93170.93,93170.93,93156.97,93156.97,1.30285,2026-01-19 20:06:59.999,121377.6770588,1152,0.12821,11943.9571772,0,93163.95,6.9799999999959255,1152.0
2026-01-19 20:07:00,93156.97,93167.43,93156.97,93167.42,1.24792,2026-01-19 20:07:59.999,116259.055456,688,0.71236,66362.3439778,0,93162.2,5.2299999999959255,688.0
2026-01-19 20:08:00,93167.42,93167.43,93150.69,93150.7,3.03494,2026-01-19 20:08:59.999,282729.818564,696,0.63225,58895.9775866,0,93159.06,8.369999999995343,696.0
